instance,period,period_number,new_coils_used_count,new_coils_weight,new_strip_produced_weight,new_strip_retail_weight,new_strip_scrap_weight,new_strip_loss_weight,new_lateral_leftover_weight,new_lateral_retail_weight,new_lateral_scrap_weight,new_edge_trim_weight,new_rolled_leftover_weight,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_strip_produced_weight,processed_scrap_weight,total_strip_produced_weight,retails_generated_count,retails_generated_weight
bf_qcv_045,period_1,1,40,311387.82,304651.68,97.57,6.16,137.46,3306.64,0.0,3306.64,3188.39,0.0,0,0,0,0.0,0.0,0.0,304651.68,2,97.57
bf_qcv_045,period_2,2,35,279602.78,273677.2,0.0,7.01,121.75,2963.64,0.0,2963.64,2833.19,0.0,0,2,2,97.57,93.28,4.29,273770.48,0,0.0
bf_qcv_045,period_3,3,45,347797.12,340432.18,11.89,4.01,154.13,3615.57,0.0,3615.57,3579.39,0.0,0,0,0,0.0,0.0,0.0,340432.18,2,11.89
bf_qcv_045,period_4,4,30,236003.75,230653.6,12.55,6.26,103.03,2812.22,0.0,2812.22,2416.09,0.0,0,2,1,11.89,10.35,1.54,230663.95,1,12.55
bf_qcv_045,period_5,5,50,375660.16,368357.22,0.0,10.57,173.42,3287.19,0.0,3287.19,3831.78,0.0,0,1,1,12.55,7.41,5.14,368364.63,0,0.0
bf_sae1006_045,period_1,1,47,398419.69,382001.46,615.03,31.51,161.66,7241.67,0.0,7241.67,3797.67,4570.63,1,0,0,0.0,0.0,0.0,382001.46,7,5185.66
bf_sae1006_045,period_2,2,48,393967.76,379209.23,830.49,9.46,164.04,8316.82,0.0,8316.82,3890.75,1546.94,1,7,7,5185.66,5107.47,78.19,384316.7,6,2377.43
bf_sae1006_045,period_3,3,52,442201.66,425483.26,62.1,14.9,178.8,8824.86,0.0,8824.86,4415.11,3222.56,3,6,6,2377.43,2244.82,132.61,427728.08,5,3284.66
bf_sae1006_045,period_4,4,36,296270.83,287272.32,475.35,32.57,128.55,5606.53,0.0,5606.53,2755.56,0.0,0,5,5,3284.66,3048.1,236.56,290320.42,5,475.36
bf_sae1006_045,period_5,5,60,491639.22,472010.56,3510.56,80.68,211.7,10137.54,0.0,10137.54,4666.85,1021.33,1,5,5,475.36,439.13,36.23,472449.69,4,4531.89
bf_sae1006_050,period_1,1,4,34397.98,27000.0,9.5,0.0,16.84,3069.01,3069.01,0.0,252.9,4049.74,2,0,0,0.0,0.0,0.0,27000.0,7,7128.25
bf_sae1006_050,period_2,2,3,25477.17,19241.64,13.24,0.0,10.96,4751.68,4751.68,0.0,201.82,1257.84,1,7,7,7128.25,6635.43,492.82,25877.07,5,6022.76
bf_sae1006_050,period_3,3,3,25477.17,23711.99,470.02,0.0,13.48,1069.37,882.91,186.46,212.3,0.0,0,5,5,6022.76,5708.05,314.71,29420.04,8,1352.93
bf_sae1006_050,period_4,4,3,25477.17,22332.21,341.45,0.0,12.62,2578.59,2578.59,0.0,212.3,0.0,0,8,8,1352.93,1241.79,111.14,23574.0,5,2920.04
bf_sae1006_050,period_5,5,4,35635.77,34432.97,486.41,0.0,18.52,400.9,0.0,400.9,296.96,0.0,0,5,5,2920.04,2577.96,342.08,37010.93,2,486.41
bz_nbr7008_043,period_1,1,20,158097.77,141553.74,1103.93,15.46,62.56,12818.76,10780.07,2038.69,1536.02,1007.28,1,0,0,0.0,0.0,0.0,141553.74,13,12891.28
bz_nbr7008_043,period_2,2,19,143385.8,125723.75,251.78,2.75,60.06,9907.39,6715.31,3192.08,1349.0,6091.08,4,13,12,12891.28,6003.76,6887.52,131727.51,11,13058.17
bz_nbr7008_043,period_3,3,18,148206.14,136001.08,333.65,13.36,59.12,7879.26,2944.62,4934.64,1402.94,2516.7,3,11,11,13058.17,8517.38,4540.79,144518.46,9,5794.98
bz_nbr7008_043,period_4,4,17,126740.92,110606.94,335.84,4.08,52.72,9266.63,7422.0,1844.63,1212.05,5262.67,4,9,8,5794.98,3502.93,2292.05,114109.87,12,13020.51
bz_nbr7008_043,period_5,5,21,184355.63,172387.04,564.74,1.33,73.5,8743.76,2363.3,6380.46,1689.98,895.26,1,12,11,13020.51,8202.05,4818.46,180589.09,7,3823.3
bz_nbr7008_075,period_1,1,6,40506.16,35966.98,342.35,1.57,33.55,1644.0,1618.44,25.56,383.73,2133.99,1,0,0,0.0,0.0,0.0,35966.98,8,4094.78
bz_nbr7008_075,period_2,2,5,33562.15,28666.16,114.82,0.0,27.87,1167.17,1137.62,29.55,302.79,3283.33,2,8,8,4094.78,2433.46,1661.32,31099.62,6,4535.77
bz_nbr7008_075,period_3,3,5,34948.62,32618.15,675.98,0.0,28.1,1276.89,1247.34,29.55,349.49,0.0,0,6,6,4535.77,3722.18,813.59,36340.33,8,1923.32
bz_nbr7008_075,period_4,4,5,34590.71,28012.51,1278.11,0.0,27.61,1947.04,1928.75,18.29,315.81,3009.61,1,8,8,1923.32,1233.91,689.41,29246.42,7,6216.47
bz_nbr7008_075,period_5,5,6,41122.19,36538.22,242.92,0.92,33.71,1567.62,1536.09,31.53,387.72,2351.06,1,7,7,6216.47,5107.66,1108.81,41645.88,6,4130.07
bz_nbr7008_095,period_1,1,6,59128.57,54118.11,374.85,0.0,41.1,4003.22,4003.22,0.0,591.29,0.0,0,0,0,0.0,0.0,0.0,54118.11,8,4378.07
bz_nbr7008_095,period_2,2,6,56058.86,48361.0,721.28,0.0,41.1,3849.44,3849.44,0.0,535.08,2550.96,1,8,8,4378.07,3383.94,994.13,51744.94,7,7121.68
bz_nbr7008_095,period_3,3,7,66207.84,59690.38,282.22,0.0,48.53,3829.31,3490.49,338.82,644.95,1712.44,1,7,7,7121.68,6088.25,1033.43,65778.63,6,5485.15
bz_nbr7008_095,period_4,4,5,45979.57,42470.83,444.71,0.0,34.82,2569.39,2230.57,338.82,459.8,0.0,0,6,6,5485.15,4741.16,743.99,47211.99,6,2675.28
bz_nbr7008_095,period_5,5,6,61323.89,58156.09,414.44,0.0,42.74,2097.37,1788.23,309.14,613.24,0.0,0,6,6,2675.28,2344.16,331.12,60500.25,4,2202.67
