instance,period,period_number,new_coils_used_count,new_coils_weight,new_strip_produced_weight,new_strip_retail_weight,new_strip_scrap_weight,new_strip_loss_weight,new_lateral_leftover_weight,new_edge_trim_weight,new_rolled_leftover_weight,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_strip_produced_weight,processed_scrap_weight,total_strip_produced_weight,retails_generated_count,retails_generated_weight,retails_generated_avg_weight
bf_qcv_045,period_1,1,40,311300.56,304651.65,12.32,1.56,137.46,3309.84,3187.72,0.0,0,0,0,0.0,0.0,0.0,304651.65,1,12.32,12.32
bf_qcv_045,period_2,2,35,279678.94,273759.81,0.0,3.1,121.74,2960.55,2833.73,0.0,0,1,1,12.32,10.67,1.65,273770.48,0,0.0,0.0
bf_qcv_045,period_3,3,44,347781.63,340432.2,0.0,4.01,150.76,3615.48,3579.22,0.0,0,0,0,0.0,0.0,0.0,340432.2,0,0.0,0.0
bf_qcv_045,period_4,4,30,235996.76,230663.97,0.0,1.36,103.04,2812.41,2416.04,0.0,0,0,0,0.0,0.0,0.0,230663.97,0,0.0,0.0
bf_qcv_045,period_5,5,48,376240.71,368364.64,0.0,10.27,166.71,3867.26,3831.83,0.0,0,0,0,0.0,0.0,0.0,368364.64,0,0.0,0.0
bf_sae1006_045,period_1,1,48,394183.39,382001.43,174.61,31.79,161.62,7026.95,3874.85,912.01,1,0,0,0.0,0.0,0.0,382001.43,4,1086.62,271.65
bf_sae1006_045,period_2,2,50,396198.92,383250.95,1007.78,8.72,168.39,7809.59,3953.41,0.0,0,4,4,1086.62,1065.74,20.88,384316.69,4,1007.78,251.94
bf_sae1006_045,period_3,3,54,439988.96,426850.43,755.59,13.85,181.87,7814.7,4372.34,0.0,0,4,4,1007.78,877.58,130.2,427728.01,2,755.59,377.79
bf_sae1006_045,period_4,4,37,299165.59,289567.93,1901.25,3.42,125.76,4626.5,2940.69,0.0,0,2,2,755.59,752.49,3.1,290320.42,6,1901.24,316.87
bf_sae1006_045,period_5,5,60,486189.98,470681.42,1984.91,5.42,200.75,8428.7,4888.62,0.0,0,6,6,1901.24,1768.25,132.99,472449.67,4,1984.91,496.23
bf_sae1006_050,period_1,1,4,34397.98,27000.0,9.5,0.0,16.84,3069.0,252.9,4049.74,2,0,0,0.0,0.0,0.0,27000.0,7,7128.24,1018.32
bf_sae1006_050,period_2,2,3,25477.17,19247.9,677.49,0.0,12.66,2215.34,186.16,3137.62,2,7,7,7128.24,6629.16,499.08,25877.06,6,6030.45,1005.07
bf_sae1006_050,period_3,3,3,25477.17,23714.55,467.47,0.0,13.48,1069.37,212.3,0.0,0,6,6,6030.45,5705.49,324.96,29420.04,3,1350.38,450.13
bf_sae1006_050,period_4,4,3,25477.17,22326.29,347.36,0.0,12.62,2578.59,212.3,0.0,0,3,3,1350.38,1247.69,102.69,23573.98,5,2925.95,585.19
bf_sae1006_050,period_5,5,4,36438.14,34427.07,1278.97,0.0,18.52,409.93,303.64,0.0,0,5,5,2925.95,2583.87,342.08,37010.94,5,1278.96,255.79
bz_nbr7008_043,period_1,1,18,149844.51,141553.75,1642.08,1.39,59.37,5119.02,1468.87,0.0,0,0,0,0.0,0.0,0.0,141553.75,8,1642.08,205.26
bz_nbr7008_043,period_2,2,17,137940.79,130108.34,735.52,5.63,56.07,5698.14,1337.08,0.0,0,8,8,1642.08,1619.19,22.89,131727.53,6,735.52,122.59
bz_nbr7008_043,period_3,3,18,153959.91,143789.74,2302.55,12.39,60.44,6308.31,1486.46,0.0,0,6,6,735.52,728.73,6.79,144518.47,7,3712.1,530.3
bz_nbr7008_043,period_4,4,15,121248.21,111116.89,1203.98,8.65,50.96,7749.56,1118.18,0.0,0,7,7,3712.1,2992.99,719.11,114109.88,10,5619.8,561.98
bz_nbr7008_043,period_5,5,22,187930.99,176463.95,530.74,10.39,75.38,9094.56,1755.97,0.0,0,10,10,5619.8,4125.18,1494.62,180589.13,6,2080.07,346.68
bz_nbr7008_075,period_1,1,6,40203.19,35966.98,682.21,0.0,33.55,1644.04,387.15,1489.29,1,0,0,0.0,0.0,0.0,35966.98,11,3789.29,344.48
