Id,Code,Weight,Processed
1,5010000596,7310.96,0
2,5010000596,6868.7,0
3,5010000596,7416.12,0
4,5010000596,8025.79,0
5,5010000596,6801.91,0
6,5010000596,6801.92,0
7,5010000596,8064.92,0
8,5010000596,7499.52,0
9,5010000596,6638.01,0
10,5010000596,7342.89,0
11,5010000596,6642.23,0
12,5010000596,6640.62,0
13,5010000596,7133.53,0
14,5010000596,5632.4,0
15,5010000596,5763.59,0
16,5010000596,6573.37,0
17,5010000596,6259.56,0
18,5010000596,7183.87,0
19,5010000596,6332.56,0
20,5010000596,5981.33,0
21,5010000596,7985.82,0
22,5010000596,6807.75,0
23,5010000596,7012.03,0
24,5010000596,5972.66,0
25,5010000596,6585.84,0
26,5010000596,7042.26,0
27,5010000596,6163.33,0
28,5010000596,7226.67,0
29,5010000596,6546.66,0
30,5010000596,6761.84,0
31,5010000596,6545.91,0
32,5010000596,8255.11,0
33,5010000596,6955.6,0
34,5010000596,6228.3,0
35,5010000596,7537.9,0
36,5010000596,6114.68,0
37,5010000596,7110.47,0
38,5010000596,5600.09,0
39,5010000596,6039.92,0
40,5010000596,7102.11,0
41,5010000596,7479.34,0
42,5010000596,7084.36,0
43,5010000596,6884.45,0
44,5010000596,6755.28,0
45,5010000596,5935.21,0
46,5010000596,6463.63,0
47,5010000596,6644.17,0
48,5010000596,7701.29,0
49,5010000596,7204.33,0
50,5010000596,5737.04,0
51,5010000596,7190.72,0
52,5010000596,6696.79,0
53,5010000596,6493.52,0
54,5010000596,7391.03,0
55,5010000596,7683.09,0
56,5010000596,7613.64,0
57,5010000596,6380.48,0
58,5010000596,6749.63,0
59,5010000596,7195.72,0
60,5010000596,7644.47,0
61,5010000596,6631.26,0
62,5010000596,6835.69,0
63,5010000596,6194.44,0
64,5010000596,6131.84,0
65,5010000596,7530.92,0
66,5010000596,7909.62,0
67,5010000596,6914.84,0
68,5010000596,7663.96,0
69,5010000596,7216.88,0
70,5010000596,6515.67,0
71,5010000596,7216.71,0
72,5010000596,8036.24,0
73,5010000596,6940.05,0
74,5010000596,8054.77,0
75,5010000596,5140.35,0
76,5010000596,7537.46,0
77,5010000596,7025.63,0
78,5010000596,6756.74,0
79,5010000596,7028.91,0
80,5010000596,5580.66,0
81,5010000596,6812.0,0
82,5010000596,7213.73,0
83,5010000596,7994.35,0
84,5010000596,6604.02,0
85,5010000596,6401.88,0
86,5010000596,6615.53,0
87,5010000596,7602.58,0
88,5010000596,7193.98,0
89,5010000596,6596.02,0
90,5010000594,8237.15,0
91,5010000594,7911.06,0
92,5010000594,8593.93,0
93,5010000594,7284.94,0
94,5010000594,7578.28,0
95,5010000594,7527.78,0
96,5010000594,6688.34,0
97,5010000594,8067.01,0
98,5010000594,8039.54,0
99,5010000594,7839.01,0
100,5010000594,7651.2,0
101,5010000594,6726.06,0
102,5010000594,7505.42,0
103,5010000594,7566.48,0
104,5010000594,7206.42,0
105,5010000594,7708.63,0
106,5010000594,8151.57,0
107,5010000594,9312.83,0
108,5010000594,7971.78,0
109,5010000594,8036.79,0
110,5010000594,7776.67,0
111,5010000594,6331.64,0
112,5010000594,7814.23,0
113,5010000594,7882.19,0
114,5010000594,9764.95,0
115,5010000594,7684.29,0
116,5010000594,8071.26,0
117,5010000594,7807.8,0
118,5010000594,6919.34,0
119,5010000594,8730.4,0
120,5010000594,8424.14,0
121,5010000594,8454.77,0
122,5010000594,7122.49,0
123,5010000594,8934.09,0
124,5010000594,6736.65,0
125,5010000594,8294.8,0
126,5010000594,9551.22,0
127,5010000594,7058.91,0
128,5010000594,7391.31,0
129,5010000594,7913.08,0
130,5010000594,7440.53,0
131,5010000594,6620.06,0
132,5010000594,7888.72,0
133,5010000594,7002.69,0
134,5010000594,8206.06,0
135,5010000594,7114.63,0
136,5010000594,9049.37,0
137,5010000594,7221.32,0
138,5010000594,7582.66,0
139,5010000594,8472.39,0
140,5010000594,6870.62,0
141,5010000594,8013.21,0
142,5010000594,8859.15,0
143,5010000594,6575.54,0
144,5010000594,7979.66,0
145,5010000594,8038.62,0
146,5010000594,8447.56,0
147,5010000594,6865.85,0
148,5010000594,6800.42,0
149,5010000594,8243.94,0
150,5010000594,8067.69,0
151,5010000594,8031.26,0
152,5010000594,8106.44,0
153,5010000594,7302.2,0
154,5010000594,8016.97,0
155,5010000594,8064.62,0
156,5010000594,7275.31,0
157,5010000594,9296.83,0
158,5010000594,8206.25,0
159,5010000594,6901.61,0
160,5010000594,8349.41,0
161,5010000594,7071.34,0
162,5010000594,8451.68,0
163,5010000594,8742.76,0
164,5010000594,7192.0,0
165,5010000594,8589.81,0
166,5010000594,8158.41,0
167,5010000594,8479.08,0
168,5010000636,8196.89,0
169,5010000636,6720.93,0
170,5010000636,6370.68,0
171,5010000636,6277.12,0
172,5010000636,6327.91,0
173,5010000636,6836.88,0
174,5010000636,7125.05,0
175,5010000636,7080.64,0
176,5010000636,7459.93,0
177,5010000636,6898.96,0
178,5010000636,7891.48,0
179,5010000636,6707.65,0
180,5010000636,8764.2,0
181,5010000636,7321.08,0
182,5010000636,6299.42,0
183,5010000636,6152.16,0
184,5010000636,7222.42,0
185,5010000636,6736.03,0
186,5010000636,7381.95,0
187,5010000636,7216.06,0
188,5010000636,6839.82,0
189,5010000636,6306.56,0
190,5010000636,5846.27,0
191,5010000636,6582.35,0
192,5010000636,7480.06,0
193,5010000636,7037.51,0
194,5010000636,6031.69,0
195,5010000636,7009.32,0
196,5010000636,7155.48,0
197,5010000636,6281.02,0
198,5010000636,6995.92,0
199,5010000636,6930.11,0
200,5010000636,6102.49,0
201,5010000636,7136.52,0
202,5010000636,7276.38,0
203,5010000636,7636.22,0
204,5010000636,7616.07,0
205,5010000636,5940.79,0
206,5010000636,6243.84,0
207,5010000636,7244.86,0
208,5010000636,7244.0,0
209,5010000636,7244.87,0
210,5010000636,7283.34,0
211,5010000636,7672.4,0
212,5010000636,7547.31,0
213,5010000636,7338.81,0
214,5010000636,6672.78,0
215,5010000636,7412.93,0
216,5010000636,6357.52,0
217,5010000636,6726.83,0
218,5010000636,6555.58,0
219,5010000636,6946.41,0
220,5010000636,8484.8,0
221,5010000636,5603.45,0
222,5010000636,7362.83,0
223,5010000636,5778.84,0
224,5010000636,6564.84,0
225,5010000636,7640.29,0
226,5010000636,6934.29,0
227,5010000636,6147.43,0
228,5010000636,6397.16,0
229,5010000636,7358.24,0
230,5010000636,6386.78,0
231,5010000636,7039.14,0
232,5010000636,6921.4,0
233,5010000636,6441.05,0
234,5010000636,8367.18,0
235,5010000636,7326.77,0
236,5010000636,5494.68,0
237,5010000636,7018.47,0
238,5010000636,6434.03,0
239,5010000636,7477.33,0
240,5010000636,6343.95,0
241,5010000636,6810.95,0
242,5010000636,7237.94,0
243,5010000636,7486.51,0
244,5010000636,6063.0,0
245,5010000636,6659.53,0
246,5010000636,6562.76,0
247,5010000636,6439.86,0
248,5010000636,8106.4,0
249,5010000636,7169.03,0
250,5010000636,6021.25,0
251,5010000636,7522.41,0
252,5010000636,8352.17,0
253,5010000636,7601.37,0
254,5010000636,5843.15,0
255,5010000636,6556.36,0
