instance,period,period_number,new_coils_used_count,new_coils_value,new_strip_produced_value,new_strip_retail_value,new_strip_scrap_value,new_strip_loss_value,new_lateral_leftover_value,new_lateral_retail_value,new_lateral_scrap_value,new_edge_trim_value,new_rolled_leftover_value,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_value,processed_strip_produced_value,processed_scrap_value,total_strip_produced_value,retails_generated_count,retails_generated_value
bf_qcv_045,period_1,1,40,1612924.54,1577666.63,629.13,25.6,708.19,17309.09,0.0,17309.09,16586.03,0.0,0,0,0,0.0,0.0,0.0,1577666.63,3,629.13
bf_qcv_045,period_2,2,35,1444015.0,1412939.49,208.99,44.29,624.99,15497.34,0.0,15497.34,14700.17,0.0,0,3,3,629.13,600.77,28.36,1413540.26,1,208.99
bf_qcv_045,period_3,3,44,1802164.82,1763808.99,0.0,23.4,776.7,18929.23,0.0,18929.23,18626.94,0.0,0,1,1,208.99,192.28,16.71,1764001.27,0,0.0
bf_qcv_045,period_4,4,30,1224955.06,1196973.58,61.98,47.92,531.74,14750.89,0.0,14750.89,12589.23,0.0,0,0,0,0.0,0.0,0.0,1196973.58,1,61.98
bf_qcv_045,period_5,5,51,1941128.09,1902984.8,168.7,20.23,907.44,17153.63,0.0,17153.63,19893.41,0.0,0,1,1,61.98,49.74,12.24,1903034.54,3,168.7
bf_sae1006_045,period_1,1,49,2032196.8,1950352.82,2459.54,29.32,863.27,37552.31,0.0,37552.31,19893.12,21046.06,1,0,0,0.0,0.0,0.0,1950352.82,8,23505.6
bf_sae1006_045,period_2,2,48,2009388.29,1940477.74,5263.87,10.67,829.7,38856.24,0.0,38856.24,19733.13,4216.81,1,8,8,23505.6,21482.89,2022.71,1961960.63,6,9480.68
bf_sae1006_045,period_3,3,53,2243129.51,2164788.44,1835.26,86.56,941.56,44903.29,0.0,44903.29,21801.78,8772.5,2,6,6,9480.68,8731.73,748.96,2173520.17,4,10607.76
bf_sae1006_045,period_4,4,37,1518235.61,1470747.18,6693.83,10.64,644.84,25377.51,0.0,25377.51,14761.56,0.0,0,4,4,10607.76,10162.84,444.92,1480910.02,5,6693.83
bf_sae1006_045,period_5,5,62,2488250.25,2394965.89,5560.93,37.22,1106.73,50994.46,0.0,50994.46,23601.89,11983.27,1,5,5,6693.83,6147.7,546.13,2401113.59,8,17544.2
bf_sae1006_050,period_1,1,4,177663.5,139453.38,0.0,0.0,95.5,1720.18,0.0,1720.18,1187.11,35207.33,2,0,0,0.0,0.0,0.0,139453.38,2,35207.33
bf_sae1006_050,period_2,2,3,131588.05,99183.53,0.0,0.0,71.59,1240.26,0.0,1240.26,844.52,30248.21,2,2,2,35207.33,34470.03,737.3,133653.57,2,30248.21
bf_sae1006_050,period_3,3,3,131588.05,122839.11,1088.82,0.0,71.74,1422.89,0.0,1422.89,1053.96,5111.53,1,2,2,30248.21,29113.53,1134.69,151952.64,2,6200.36
bf_sae1006_050,period_4,4,3,132428.7,115690.63,373.37,0.0,71.59,1511.83,0.0,1511.83,988.62,13792.61,1,2,2,6200.36,6067.62,132.74,121758.24,2,14165.98
bf_sae1006_050,period_5,5,4,184056.61,178683.48,1673.03,0.0,95.65,2070.62,0.0,2070.62,1533.78,0.0,0,2,2,14165.98,12475.76,1690.23,191159.23,2,1673.03
bz_nbr7008_043,period_1,1,19,873417.74,802001.58,6440.89,0.0,332.23,42779.75,20974.42,21805.33,8699.84,13163.49,3,0,0,0.0,0.0,0.0,802001.58,14,40578.79
bz_nbr7008_043,period_2,2,18,807240.01,733515.22,4384.88,0.55,358.36,38283.42,6558.76,31724.66,7242.58,23454.9,2,14,14,40578.79,28255.52,12323.27,761770.74,9,34398.54
bz_nbr7008_043,period_3,3,19,890665.52,799629.85,8177.39,0.0,361.64,35258.96,4904.76,30354.2,8178.68,39058.96,5,9,9,34398.54,31024.15,3374.39,830654.0,10,52141.11
bz_nbr7008_043,period_4,4,14,694551.61,613444.0,3659.27,0.0,282.44,36675.16,12592.18,24082.98,6065.93,34424.65,4,10,10,52141.11,48275.71,3865.41,661719.71,10,50676.09
bz_nbr7008_043,period_5,5,23,1065850.88,995321.33,13233.79,58.97,452.0,42128.31,0.0,42128.31,10064.66,4591.77,1,10,10,50676.09,44743.77,5932.32,1040065.1,9,17825.56
bz_nbr7008_075,period_1,1,6,216921.02,192612.53,1833.37,8.41,179.67,8804.05,8667.17,136.88,2054.97,11428.07,1,0,0,0.0,0.0,0.0,192612.53,8,21928.61
bz_nbr7008_075,period_2,2,5,179734.04,153514.79,614.89,0.0,149.25,6250.5,6092.25,158.25,1621.52,17583.09,2,8,8,21928.61,13031.86,8896.75,166546.66,6,24290.23
bz_nbr7008_075,period_3,3,5,187158.95,174583.99,3714.73,0.0,150.48,6838.08,6679.83,158.25,1871.61,0.0,0,6,6,24290.23,20027.98,4262.25,194611.97,8,10394.56
bz_nbr7008_075,period_4,4,5,185242.25,149929.55,6771.03,0.0,147.86,10426.74,10328.96,97.79,1689.64,16277.31,1,8,8,10394.56,6692.63,3701.93,156622.18,7,33377.3
bz_nbr7008_075,period_5,5,6,220220.02,195587.11,1068.86,4.93,180.53,8394.69,8226.16,168.53,2073.13,12910.68,1,7,7,33377.3,27437.35,5939.95,223024.46,6,22205.69
bz_nbr7008_095,period_1,1,6,305604.03,292911.56,4040.66,0.0,235.77,5359.84,0.0,5359.84,3056.09,0.0,0,0,0,0.0,0.0,0.0,292911.56,8,4040.72
bz_nbr7008_095,period_2,2,6,303415.78,276108.4,109.49,0.0,235.77,5165.43,0.0,5165.43,2844.68,18951.96,2,8,8,4040.72,3958.34,82.38,280066.74,4,19061.46
bz_nbr7008_095,period_3,3,7,358106.31,337670.58,834.22,0.0,275.98,5022.54,0.0,5022.54,3472.79,10830.1,1,4,4,19061.46,18352.86,708.6,356023.44,4,11664.32
bz_nbr7008_095,period_4,4,5,252266.34,244474.14,1598.35,0.0,197.34,3473.76,0.0,3473.76,2522.69,0.0,0,4,4,11664.32,11058.45,605.87,255532.59,4,1598.35
bz_nbr7008_095,period_5,5,6,337130.74,325904.61,1848.3,0.0,235.77,5770.7,0.0,5770.7,3371.25,0.0,0,4,4,1598.35,1550.02,48.33,327454.63,4,1848.3
