instance,period,period_number,new_coils_used_count,new_coils_weight,new_strip_produced_weight,new_strip_retail_weight,new_strip_scrap_weight,new_strip_loss_weight,new_lateral_leftover_weight,new_lateral_retail_weight,new_lateral_scrap_weight,new_edge_trim_weight,new_rolled_leftover_weight,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_strip_produced_weight,processed_scrap_weight,total_strip_produced_weight,retails_generated_count,retails_generated_weight
bf_qcv_045,period_1,1,40,311418.53,304651.66,129.73,4.84,137.46,3306.24,0.0,3306.24,3188.62,0.0,0,0,0,0.0,0.0,0.0,304651.66,3,129.73
bf_qcv_045,period_2,2,35,279613.9,273646.52,39.52,8.64,121.76,2964.15,0.0,2964.15,2833.36,0.0,0,3,3,129.73,124.0,5.73,273770.52,1,39.52
bf_qcv_045,period_3,3,44,347745.29,340395.9,0.0,4.54,150.76,3615.34,0.0,3615.34,3578.83,0.0,0,1,1,39.52,36.36,3.16,340432.26,0,0.0
bf_qcv_045,period_4,4,30,236017.25,230663.96,12.86,9.18,103.03,2812.05,0.0,2812.05,2416.22,0.0,0,0,0,0.0,0.0,0.0,230663.96,1,12.86
bf_qcv_045,period_5,5,51,375687.93,368354.3,32.65,4.17,176.58,3288.09,0.0,3288.09,3832.16,0.0,0,1,1,12.86,10.32,2.54,368364.62,3,32.65
bf_sae1006_045,period_1,1,49,398032.91,382001.42,487.65,5.92,169.4,7353.64,0.0,7353.64,3890.34,4124.47,1,0,0,0.0,0.0,0.0,382001.42,8,4612.12
bf_sae1006_045,period_2,2,48,393643.96,380101.47,1041.16,2.07,162.89,7624.1,0.0,7624.1,3859.93,852.32,1,8,8,4612.12,4215.25,396.87,384316.72,6,1893.48
bf_sae1006_045,period_3,3,53,441435.92,425985.89,370.95,17.38,185.62,8849.18,0.0,8849.18,4283.21,1743.67,2,6,6,1893.48,1742.16,151.32,427728.05,4,2114.62
bf_sae1006_045,period_4,4,37,297619.06,288293.49,1341.7,2.15,126.56,4965.39,0.0,4965.39,2889.76,0.0,0,4,4,2114.62,2026.92,87.7,290320.41,5,1341.7
bf_sae1006_045,period_5,5,62,489685.03,471218.17,1122.23,7.36,218.21,10058.69,0.0,10058.69,4638.29,2422.11,1,5,5,1341.7,1231.52,110.18,472449.69,8,3544.34
bf_sae1006_050,period_1,1,4,34397.98,27000.0,0.0,0.0,18.49,333.05,0.0,333.05,229.84,6816.6,2,0,0,0.0,0.0,0.0,27000.0,2,6816.6
bf_sae1006_050,period_2,2,3,25477.17,19203.23,0.0,0.0,13.86,240.13,0.0,240.13,163.51,5856.45,2,2,2,6816.6,6673.85,142.75,25877.08,2,5856.45
bf_sae1006_050,period_3,3,3,25477.17,23783.26,210.81,0.0,13.89,275.49,0.0,275.49,204.06,989.66,1,2,2,5856.45,5636.76,219.69,29420.02,2,1200.47
bf_sae1006_050,period_4,4,3,25639.93,22399.22,72.29,0.0,13.86,292.71,0.0,292.71,191.41,2670.43,1,2,2,1200.47,1174.77,25.7,23573.99,2,2742.72
bf_sae1006_050,period_5,5,4,35635.77,34595.46,323.92,0.0,18.52,400.9,0.0,400.9,296.96,0.0,0,2,2,2742.72,2415.47,327.25,37010.93,2,323.92
bz_nbr7008_043,period_1,1,19,154311.26,141553.77,1117.8,0.0,58.75,7704.36,3837.8,3866.56,1540.61,2335.98,3,0,0,0.0,0.0,0.0,141553.77,14,7291.58
bz_nbr7008_043,period_2,2,18,139371.71,126687.77,749.14,0.1,61.88,6619.92,1200.09,5419.83,1256.48,3996.4,2,14,14,7291.58,5039.74,2251.84,131727.51,9,5945.63
bz_nbr7008_043,period_3,3,19,155153.66,139183.93,1463.4,0.0,62.97,6171.47,897.45,5274.02,1429.1,6842.78,5,9,9,5945.63,5334.52,611.11,144518.45,10,9203.63
bz_nbr7008_043,period_4,4,14,119544.53,105595.11,636.99,0.0,48.51,6362.28,2252.96,4109.32,1048.31,5853.3,4,10,10,9203.63,8514.75,688.88,114109.86,10,8743.25
bz_nbr7008_043,period_5,5,23,185202.19,172903.01,2316.38,10.27,78.34,7298.76,0.0,7298.76,1755.24,840.18,1,10,10,8743.25,7686.11,1057.14,180589.12,9,3156.56
bz_nbr7008_075,period_1,1,6,40506.16,35966.98,342.35,1.57,33.55,1644.0,1618.44,25.56,383.73,2133.99,1,0,0,0.0,0.0,0.0,35966.98,8,4094.78
bz_nbr7008_075,period_2,2,5,33562.15,28666.17,114.82,0.0,27.87,1167.17,1137.62,29.55,302.79,3283.33,2,8,8,4094.78,2433.47,1661.31,31099.64,6,4535.77
bz_nbr7008_075,period_3,3,5,34948.62,32600.47,693.66,0.0,28.1,1276.89,1247.34,29.55,349.49,0.0,0,6,6,4535.77,3739.87,795.9,36340.34,8,1941.0
bz_nbr7008_075,period_4,4,5,34590.71,27996.69,1264.37,0.0,27.61,1947.01,1928.75,18.26,315.51,3039.5,1,8,8,1941.0,1249.73,691.27,29246.42,7,6232.62
bz_nbr7008_075,period_5,5,6,41122.19,36522.43,199.59,0.92,33.71,1567.56,1536.09,31.47,387.12,2410.84,1,7,7,6232.62,5123.44,1109.18,41645.87,6,4146.52
bz_nbr7008_095,period_1,1,6,56463.16,54118.11,746.55,0.0,43.56,990.28,0.0,990.28,564.64,0.0,0,0,0,0.0,0.0,0.0,54118.11,8,746.56
bz_nbr7008_095,period_2,2,6,56058.86,51013.57,20.23,0.0,43.56,954.36,0.0,954.36,525.58,3501.55,2,8,8,746.56,731.34,15.22,51744.91,4,3521.78
bz_nbr7008_095,period_3,3,7,66163.44,62387.75,154.13,0.0,50.99,927.96,0.0,927.96,641.63,2000.96,1,4,4,3521.78,3390.86,130.92,65778.61,4,2155.09
bz_nbr7008_095,period_4,4,5,46608.53,45168.85,295.31,0.0,36.46,641.81,0.0,641.81,466.09,0.0,0,4,4,2155.09,2043.15,111.94,47212.0,4,295.31
bz_nbr7008_095,period_5,5,6,62288.01,60213.88,341.49,0.0,43.56,1066.19,0.0,1066.19,622.87,0.0,0,4,4,295.31,286.38,8.93,60500.26,4,341.49
