instance,period,period_number,new_production_rate,new_reusable_rate,new_scrap_rate,processed_recovery_rate,processed_discard_rate,reuse_dependency_rate
bf_qcv_045,period_1,1,97.83,0.04,2.13,0.0,0.0,0.0
bf_qcv_045,period_2,2,97.87,0.01,2.12,95.58,4.42,0.05
bf_qcv_045,period_3,3,97.89,0.0,2.11,92.0,8.0,0.01
bf_qcv_045,period_4,4,97.73,0.01,2.26,0.0,0.0,0.0
bf_qcv_045,period_5,5,98.05,0.01,1.94,80.25,19.75,0.0
bf_sae1006_045,period_1,1,95.97,1.16,2.87,0.0,0.0,0.0
bf_sae1006_045,period_2,2,96.56,0.48,2.96,91.4,8.6,1.1
bf_sae1006_045,period_3,3,96.5,0.48,3.02,92.01,7.99,0.41
bf_sae1006_045,period_4,4,96.87,0.45,2.68,95.85,4.15,0.7
bf_sae1006_045,period_5,5,96.23,0.72,3.05,91.79,8.21,0.26
bf_sae1006_050,period_1,1,78.49,19.82,1.69,0.0,0.0,0.0
bf_sae1006_050,period_2,2,75.37,22.99,1.64,97.91,2.09,25.79
bf_sae1006_050,period_3,3,93.35,4.71,1.94,96.25,3.75,19.16
bf_sae1006_050,period_4,4,87.36,10.7,1.94,97.86,2.14,4.98
bf_sae1006_050,period_5,5,97.08,0.91,2.01,88.07,11.93,6.53
bz_nbr7008_043,period_1,1,91.73,4.73,3.54,0.0,0.0,0.0
bz_nbr7008_043,period_2,2,90.9,4.27,4.83,69.12,30.88,3.83
bz_nbr7008_043,period_3,3,89.71,5.93,4.36,89.72,10.28,3.69
bz_nbr7008_043,period_4,4,88.33,7.31,4.35,92.52,7.48,7.46
bz_nbr7008_043,period_5,5,93.36,1.7,4.94,87.91,12.09,4.26
bz_nbr7008_075,period_1,1,88.79,10.11,1.1,0.0,0.0,0.0
bz_nbr7008_075,period_2,2,85.41,13.51,1.07,59.43,40.57,7.82
bz_nbr7008_075,period_3,3,93.28,5.55,1.16,82.45,17.55,10.29
bz_nbr7008_075,period_4,4,80.94,18.02,1.04,64.39,35.61,4.27
bz_nbr7008_075,period_5,5,88.81,10.08,1.1,82.2,17.8,12.3
bz_nbr7008_095,period_1,1,95.85,1.32,2.83,0.0,0.0,0.0
bz_nbr7008_095,period_2,2,91.0,6.28,2.72,97.96,2.04,1.41
bz_nbr7008_095,period_3,3,94.29,3.26,2.45,96.28,3.72,5.15
bz_nbr7008_095,period_4,4,96.91,0.63,2.46,94.81,5.19,4.33
bz_nbr7008_095,period_5,5,96.67,0.55,2.78,96.98,3.02,0.47
