instance,period,period_number,coil_id,processed,used,coil_width,coil_weight,coil_ton_value,used_length,strip_count,strip_produced_weight,strip_leftover_weight,strip_retail_weight,strip_scrap_weight,strip_loss_weight,lateral_leftover_weight,lateral_leftover_retail_weight,lateral_leftover_scrap_weight,edge_trim_weight,rolled_leftover_weight,rolled_leftover_width,rolled_leftover_length,processed_scrap_weight
bf_qcv_045,period_1,1,103,0,1,1000.0,7566.48,5288.27,2136.52,2,7472.18,0.0,0.0,0.0,3.5,15.13,0.0,15.13,75.66,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,107,0,1,1000.0,9312.83,5288.27,2629.63,2,8694.88,0.0,0.0,0.0,3.31,521.52,0.0,521.52,93.13,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,114,0,1,1000.0,9764.95,5288.27,2757.29,2,9380.71,0.0,0.0,0.0,3.4,283.18,0.0,283.18,97.65,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,120,0,1,1000.0,8424.14,5288.27,2378.69,2,8092.2,0.0,0.0,0.0,3.4,244.3,0.0,244.3,84.24,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,121,0,1,1000.0,8454.77,5288.27,2387.34,2,8121.63,0.0,0.0,0.0,3.4,245.19,0.0,245.19,84.55,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,139,0,1,1000.0,8472.39,5288.27,2392.32,2,8367.22,0.0,0.0,0.0,3.5,16.94,0.0,16.94,84.72,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,156,0,1,1000.0,7275.31,5288.27,2054.3,2,6988.17,0.0,0.0,0.0,3.4,210.98,0.0,210.98,72.75,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,157,0,1,1000.0,9296.83,5288.27,2625.11,2,8679.93,0.0,0.0,0.0,3.31,520.62,0.0,520.62,92.97,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,162,0,1,1000.0,8451.68,5288.27,2386.47,2,8343.69,3.07,0.0,3.07,3.5,16.9,0.0,16.9,84.52,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,168,0,1,880.0,8196.89,5302.87,2630.14,2,8063.42,0.0,0.0,0.0,3.07,37.26,0.0,37.26,93.15,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,174,0,1,880.0,7125.05,5302.87,2286.22,2,7008.63,0.0,0.0,0.0,3.07,32.39,0.0,32.39,80.97,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,175,0,1,880.0,7080.64,5302.87,2271.97,2,6964.93,0.0,0.0,0.0,3.07,32.18,0.0,32.18,80.46,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,180,0,1,880.0,8764.2,5302.87,2812.18,2,8651.57,0.0,0.0,0.0,3.08,9.96,0.0,9.96,99.59,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,189,0,1,880.0,6306.56,5302.87,2023.59,2,6224.65,0.0,0.0,0.0,3.08,7.17,0.0,7.17,71.67,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,196,0,1,880.0,7155.48,5302.87,2295.98,2,7062.96,0.0,0.0,0.0,3.08,8.13,0.0,8.13,81.31,0.0,880.0,0.0,0.0
