instance,period,period_number,coil_id,processed,used,coil_width,coil_weight,coil_ton_value,used_length,strip_count,strip_produced_weight,strip_leftover_weight,strip_retail_weight,strip_scrap_weight,strip_loss_weight,lateral_leftover_weight,lateral_leftover_retail_weight,lateral_leftover_scrap_weight,edge_trim_weight,rolled_leftover_weight,rolled_leftover_width,rolled_leftover_length,processed_scrap_weight
bf_qcv_045,period_1,1,103,0,1,1000.0,7566.48,5288.27,2136.52,2,7462.51,9.68,9.68,0.0,3.5,15.13,0.0,15.13,75.66,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,107,0,1,1000.0,9312.83,5288.27,2629.63,2,8694.88,0.0,0.0,0.0,3.31,521.52,0.0,521.52,93.13,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,11,0,1,1200.0,6642.23,4819.73,1562.95,2,6549.47,0.0,0.0,0.0,4.19,33.21,0.0,33.21,55.35,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,114,0,1,1000.0,9764.95,5288.27,2757.29,2,9380.71,0.0,0.0,0.0,3.4,283.18,0.0,283.18,97.65,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,120,0,1,1000.0,8424.14,5288.27,2378.69,2,8092.2,0.0,0.0,0.0,3.4,244.3,0.0,244.3,84.24,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,121,0,1,1000.0,8454.77,5288.27,2387.34,2,8121.63,0.0,0.0,0.0,3.4,245.19,0.0,245.19,84.55,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,156,0,1,1000.0,7275.31,5288.27,2054.3,2,6988.17,0.0,0.0,0.0,3.4,210.98,0.0,210.98,72.75,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,157,0,1,1000.0,9296.83,5288.27,2625.11,2,8679.93,0.0,0.0,0.0,3.31,520.62,0.0,520.62,92.97,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,162,0,1,1000.0,8451.68,5288.27,2386.47,2,8346.76,0.0,0.0,0.0,3.5,16.9,0.0,16.9,84.52,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,167,0,1,1000.0,8479.08,5288.27,2394.21,2,8373.83,0.0,0.0,0.0,3.5,16.96,0.0,16.96,84.79,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,168,0,1,880.0,8196.89,5302.87,2630.14,2,8063.42,0.0,0.0,0.0,3.07,37.26,0.0,37.26,93.15,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,174,0,1,880.0,7125.05,5302.87,2286.22,2,7008.63,0.0,0.0,0.0,3.07,32.39,0.0,32.39,80.97,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,175,0,1,880.0,7080.64,5302.87,2271.97,2,6964.93,0.0,0.0,0.0,3.07,32.18,0.0,32.18,80.46,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,180,0,1,880.0,8764.2,5302.87,2812.18,2,8651.05,0.52,0.0,0.52,3.08,9.96,0.0,9.96,99.59,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,189,0,1,880.0,6306.56,5302.87,2023.59,2,6224.65,0.0,0.0,0.0,3.08,7.17,0.0,7.17,71.67,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,196,0,1,880.0,7155.48,5302.87,2295.98,2,7062.96,0.0,0.0,0.0,3.08,8.13,0.0,8.13,81.31,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,198,0,1,880.0,6995.92,5302.87,2244.79,2,6881.55,0.0,0.0,0.0,3.07,31.8,0.0,31.8,79.5,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,199,0,1,880.0,6930.11,5302.87,2223.67,2,6840.41,0.0,0.0,0.0,3.08,7.88,0.0,7.88,78.75,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,201,0,1,880.0,7136.52,5302.87,2289.9,2,7044.24,0.0,0.0,0.0,3.08,8.11,0.0,8.11,81.1,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,202,0,1,880.0,7276.38,5302.87,2334.78,2,7182.35,0.0,0.0,0.0,3.08,8.27,0.0,8.27,82.69,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,203,0,1,880.0,7636.22,5302.87,2450.24,2,7511.67,0.0,0.0,0.0,3.07,34.71,0.0,34.71,86.78,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,210,0,1,880.0,7283.34,5302.87,2337.01,2,7189.22,0.0,0.0,0.0,3.08,8.28,0.0,8.28,82.77,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,220,0,1,880.0,8484.8,5302.87,2722.52,2,8374.3,1.36,0.0,1.36,3.08,9.64,0.0,9.64,96.42,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,227,0,1,880.0,6147.43,5302.87,1972.53,2,6046.56,0.0,0.0,0.0,3.07,27.94,0.0,27.94,69.86,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,229,0,1,880.0,7358.24,5302.87,2361.04,2,7263.18,0.0,0.0,0.0,3.08,8.36,0.0,8.36,83.62,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,234,0,1,880.0,8367.18,5302.87,2684.78,2,8259.51,0.0,0.0,0.0,3.08,9.51,0.0,9.51,95.08,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,235,0,1,880.0,7326.77,5302.87,2350.94,2,7207.13,0.0,0.0,0.0,3.07,33.3,0.0,33.3,83.26,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,242,0,1,880.0,7237.94,5302.87,2322.44,2,7144.39,0.0,0.0,0.0,3.08,8.22,0.0,8.22,82.25,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,252,0,1,880.0,8352.17,5302.87,2679.97,2,8244.69,0.0,0.0,0.0,3.08,9.49,0.0,9.49,94.91,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,253,0,1,880.0,7601.37,5302.87,2439.06,2,7477.37,0.0,0.0,0.0,3.07,34.55,0.0,34.55,86.38,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,32,0,1,1200.0,8255.11,4819.73,1942.47,2,8140.85,0.0,0.0,0.0,4.19,41.28,0.0,41.28,68.79,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,4,0,1,1200.0,8025.79,4819.73,1888.51,2,7914.59,0.0,0.0,0.0,4.19,40.13,0.0,40.13,66.88,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,52,0,1,1200.0,6696.79,4819.73,1575.79,2,6603.31,0.0,0.0,0.0,4.19,33.48,0.0,33.48,55.81,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,60,0,1,1200.0,7644.47,4819.73,1798.78,2,7538.35,0.0,0.0,0.0,4.19,38.22,0.0,38.22,63.7,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,66,0,1,1200.0,7909.62,4819.73,1861.17,2,7799.97,0.0,0.0,0.0,4.19,39.55,0.0,39.55,65.91,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,68,0,1,1200.0,7663.96,4819.73,1803.37,2,7557.58,0.0,0.0,0.0,4.19,38.32,0.0,38.32,63.87,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,7,0,1,1200.0,8064.92,4819.73,1897.72,2,7953.19,0.0,0.0,0.0,4.19,40.32,0.0,40.32,67.21,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,74,0,1,1200.0,8054.77,4819.73,1895.33,2,7943.18,0.0,0.0,0.0,4.19,40.27,0.0,40.27,67.12,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,83,0,1,1200.0,7994.35,4819.73,1881.11,2,7844.95,38.62,38.38,0.24,4.19,39.97,0.0,39.97,66.62,0.0,1200.0,0.0,0.0
bf_qcv_045,period_1,1,92,0,1,1000.0,8593.93,5288.27,2426.64,2,8023.42,0.0,0.0,0.0,3.31,481.26,0.0,481.26,85.94,0.0,1000.0,0.0,0.0
bf_qcv_045,period_2,2,107,0,1,1000.0,9312.83,5288.27,2629.63,2,8946.23,0.0,0.0,0.0,3.4,270.07,0.0,270.07,93.13,0.0,1000.0,0.0,0.0
bf_qcv_045,period_2,2,108,0,1,1000.0,7971.78,5288.27,2250.96,2,7442.33,0.0,0.0,0.0,3.31,446.42,0.0,446.42,79.72,0.0,1000.0,0.0,0.0
bf_qcv_045,period_2,2,114,0,1,1000.0,9764.95,5288.27,2757.29,2,9117.16,0.0,0.0,0.0,3.31,546.84,0.0,546.84,97.65,0.0,1000.0,0.0,0.0
