instance,period,period_number,coil_id,processed,used,coil_width,coil_weight,coil_ton_value,used_length,strip_count,strip_produced_weight,strip_leftover_weight,strip_retail_weight,strip_scrap_weight,strip_loss_weight,lateral_leftover_weight,lateral_leftover_retail_weight,lateral_leftover_scrap_weight,edge_trim_weight,rolled_leftover_weight,rolled_leftover_width,rolled_leftover_length,processed_scrap_weight
bf_qcv_045,period_1,1,107,0,1,1000.0,9312.83,5288.27,2629.63,2,8946.23,0.0,0.0,0.0,3.4,270.07,0.0,270.07,93.13,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,111,0,1,1000.0,6331.64,5288.27,1787.84,2,6252.16,0.0,0.0,0.0,3.5,12.66,0.0,12.66,63.32,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,119,0,1,1000.0,8730.4,5288.27,2465.17,2,8386.51,0.0,0.0,0.0,3.4,253.18,0.0,253.18,87.3,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,121,0,1,1000.0,8454.77,5288.27,2387.34,2,8349.64,0.17,0.0,0.17,3.5,16.91,0.0,16.91,84.55,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,126,0,1,1000.0,9551.22,5288.27,2696.94,2,8917.53,0.0,0.0,0.0,3.31,534.87,0.0,534.87,95.51,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,132,0,1,1000.0,7888.72,5288.27,2227.51,2,7364.76,0.0,0.0,0.0,3.31,441.77,0.0,441.77,78.89,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,136,0,1,1000.0,9049.37,5288.27,2555.24,2,8937.28,0.0,0.0,0.0,3.5,18.1,0.0,18.1,90.49,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,146,0,1,1000.0,8447.56,5288.27,2385.31,2,7886.71,0.0,0.0,0.0,3.31,473.06,0.0,473.06,84.48,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,157,0,1,1000.0,9296.83,5288.27,2625.11,2,8679.93,0.0,0.0,0.0,3.31,520.62,0.0,520.62,92.97,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,165,0,1,1000.0,8589.81,5288.27,2425.47,2,8483.23,0.0,0.0,0.0,3.5,17.18,0.0,17.18,85.9,0.0,1000.0,0.0,0.0
bf_qcv_045,period_1,1,168,0,1,880.0,8196.89,5302.87,2630.14,2,8090.92,0.43,0.0,0.43,3.08,9.31,0.0,9.31,93.15,0.0,880.0,0.0,0.0
bf_qcv_045,period_1,1,171,0,1,880.0,6277.12,5302.87,2014.14,2,6174.19,0.0,0.0,0.0,3.07,28.53,0.0,28.53,71.33,0.0,880.0,0.0,0.0
