instance,period,period_number,new_coils_used_count,new_coils_value,new_strip_produced_value,new_strip_retail_value,new_strip_scrap_value,new_strip_loss_value,new_lateral_leftover_value,new_lateral_retail_value,new_lateral_scrap_value,new_edge_trim_value,new_rolled_leftover_value,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_value,processed_strip_produced_value,processed_scrap_value,total_strip_produced_value,retails_generated_count,retails_generated_value
bf_qcv_045,period_1,1,40,1612443.83,1577703.41,81.79,38.39,708.19,17329.61,0.0,17329.61,16582.57,0.0,0,0,0,0.0,0.0,0.0,1577703.41,1,81.79
bf_qcv_045,period_2,2,35,1444382.37,1413422.51,149.61,10.58,624.93,15472.41,0.0,15472.41,14702.08,0.0,0,1,1,81.79,73.84,7.95,1413496.35,2,149.61
bf_qcv_045,period_3,3,45,1802362.96,1763876.45,122.35,9.83,792.98,18932.2,0.0,18932.2,18629.26,0.0,0,2,2,149.61,129.2,20.41,1764005.65,3,122.35
bf_qcv_045,period_4,4,29,1226442.69,1196919.63,132.47,19.83,514.93,16267.97,0.0,16267.97,12588.24,0.0,0,3,2,122.35,104.93,17.42,1197024.56,1,132.47
bf_qcv_045,period_5,5,50,1940955.95,1902899.61,125.25,0.95,891.16,17147.67,0.0,17147.67,19891.1,0.0,0,1,1,132.47,124.3,8.17,1903023.91,3,125.25
bf_sae1006_045,period_1,1,47,2013787.29,1948469.6,6843.77,53.53,823.06,38165.61,0.0,38165.61,19431.15,0.0,0,0,0,0.0,0.0,0.0,1948469.6,6,6843.77
bf_sae1006_045,period_2,2,50,2033761.05,1958827.83,16600.63,19.42,858.63,37121.18,0.0,37121.18,20332.69,0.0,0,6,6,6843.77,6787.98,55.79,1965615.81,7,16600.63
bf_sae1006_045,period_3,3,53,2241134.63,2171039.74,9822.15,0.0,907.96,36517.65,0.0,36517.65,22846.56,0.0,0,7,7,16600.63,15891.36,709.27,2186931.1,9,9822.2
bf_sae1006_045,period_4,4,37,1529663.58,1474791.46,12433.9,26.9,647.67,26773.01,0.0,26773.01,14990.49,0.0,0,9,9,9822.2,9729.85,92.35,1484521.31,7,12433.8
bf_sae1006_045,period_5,5,61,2491814.13,2406376.7,16104.15,36.11,1048.37,43167.3,0.0,43167.3,25080.88,0.0,0,7,7,12433.8,12367.05,66.75,2418743.75,9,16104.2
bf_sae1006_050,period_1,1,4,177663.5,139453.33,34635.21,0.0,95.65,1998.73,0.0,1998.73,1480.48,0.0,0,0,0,0.0,0.0,0.0,139453.33,4,34635.16
bf_sae1006_050,period_2,2,3,131588.05,99046.71,29623.72,0.0,71.59,1749.47,0.0,1749.47,1096.52,0.0,0,4,4,34635.16,34606.8,28.36,133653.51,5,29623.67
bf_sae1006_050,period_3,3,3,131588.05,122352.94,6586.43,0.0,71.74,1480.38,0.0,1480.38,1096.52,0.0,0,5,5,29623.67,29599.7,23.97,151952.64,2,6586.43
bf_sae1006_050,period_4,4,3,131588.05,115182.71,13487.72,0.0,71.59,1749.47,0.0,1749.47,1096.52,0.0,0,2,2,6586.43,6575.54,10.9,121758.24,6,13487.78
bf_sae1006_050,period_5,5,4,188200.81,179038.1,5381.45,0.0,95.65,2117.26,0.0,2117.26,1568.28,0.0,0,6,6,13487.78,12121.08,1366.69,191159.18,2,5381.45
bz_nbr7008_043,period_1,1,18,869721.09,809380.98,21957.08,43.39,339.22,29495.88,0.0,29495.88,8504.37,0.0,0,0,0,0.0,0.0,0.0,809380.98,9,21957.08
bz_nbr7008_043,period_2,2,18,809463.17,734564.49,31675.87,8.47,349.71,35166.98,0.0,35166.98,7697.37,0.0,0,9,9,21957.08,21766.36,190.72,756330.85,9,31675.87
bz_nbr7008_043,period_3,3,17,862845.94,803097.48,15629.75,451.5,335.58,35174.51,9106.91,26067.6,8157.05,0.0,0,9,9,31675.87,30627.66,1048.21,833725.14,8,24736.67
bz_nbr7008_043,period_4,4,16,709508.88,637034.96,35116.62,0.0,310.63,30351.03,0.0,30351.03,6695.58,0.0,0,8,8,24736.67,20758.32,3978.35,657793.28,11,35116.68
bz_nbr7008_043,period_5,5,23,1084389.15,1009861.7,17195.55,45.42,458.01,46744.26,7721.75,39022.51,10083.92,0.0,0,11,11,35116.68,35002.36,114.32,1044864.06,9,24917.31
bz_nbr7008_075,period_1,1,6,215298.54,192612.48,16509.84,0.0,184.49,3838.81,2499.57,1339.24,2153.03,0.0,0,0,0,0.0,0.0,0.0,192612.48,11,19009.41
bz_nbr7008_075,period_2,2,5,182494.62,156074.45,17461.15,27.47,150.27,6956.32,6841.72,114.6,1824.97,0.0,0,11,11,19009.41,10472.05,8537.36,166546.5,7,24302.87
